split,source_image,filename,label
train,IMG_20240716_111214.jpg,dataset\generated\train\overexposure\IMG_20240716_111214_overexposure.jpg,overexposure
train,IMG_20240716_111214.jpg,dataset\generated\train\noise\IMG_20240716_111214_noise.jpg,noise
train,IMG_20240716_111214.jpg,dataset\generated\train\severe_degradation\IMG_20240716_111214_severe_degradation.jpg,severe_degradation
train,IMG20240811194131.jpg,dataset\generated\train\clean\IMG20240811194131_clean.jpg,clean
train,IMG20240811194131.jpg,dataset\generated\train\blur\IMG20240811194131_blur.jpg,blur
train,IMG20240811194131.jpg,dataset\generated\train\underexposure\IMG20240811194131_underexposure.jpg,underexposure
train,IMG20240811194131.jpg,dataset\generated\train\overexposure\IMG20240811194131_overexposure.jpg,overexposure
train,IMG20240811194131.jpg,dataset\generated\train\noise\IMG20240811194131_noise.jpg,noise
train,IMG20240811194131.jpg,dataset\generated\train\severe_degradation\IMG20240811194131_severe_degradation.jpg,severe_degradation
train,IMG_20240714_163511.jpg,dataset\generated\train\clean\IMG_20240714_163511_clean.jpg,clean
train,IMG_20240714_163511.jpg,dataset\generated\train\blur\IMG_20240714_163511_blur.jpg,blur
train,IMG_20240714_163511.jpg,dataset\generated\train\underexposure\IMG_20240714_163511_underexposure.jpg,underexposure
train,IMG_20240714_163511.jpg,dataset\generated\train\overexposure\IMG_20240714_163511_overexposure.jpg,overexposure
train,IMG_20240714_163511.jpg,dataset\generated\train\noise\IMG_20240714_163511_noise.jpg,noise
train,IMG_20240714_163511.jpg,dataset\generated\train\severe_degradation\IMG_20240714_163511_severe_degradation.jpg,severe_degradation
train,IMG20240901193046.jpg,dataset\generated\train\clean\IMG20240901193046_clean.jpg,clean
train,IMG20240901193046.jpg,dataset\generated\train\blur\IMG20240901193046_blur.jpg,blur
train,IMG20240901193046.jpg,dataset\generated\train\underexposure\IMG20240901193046_underexposure.jpg,underexposure
train,IMG20240901193046.jpg,dataset\generated\train\overexposure\IMG20240901193046_overexposure.jpg,overexposure
train,IMG20240901193046.jpg,dataset\generated\train\noise\IMG20240901193046_noise.jpg,noise
train,IMG20240901193046.jpg,dataset\generated\train\severe_degradation\IMG20240901193046_severe_degradation.jpg,severe_degradation
train,WhatsApp Image 2023-07-23 at 20.13.36.jpg,dataset\generated\train\clean\WhatsApp Image 2023-07-23 at 20.13.36_clean.jpg,clean
train,WhatsApp Image 2023-07-23 at 20.13.36.jpg,dataset\generated\train\blur\WhatsApp Image 2023-07-23 at 20.13.36_blur.jpg,blur
train,WhatsApp Image 2023-07-23 at 20.13.36.jpg,dataset\generated\train\underexposure\WhatsApp Image 2023-07-23 at 20.13.36_underexposure.jpg,underexposure
train,WhatsApp Image 2023-07-23 at 20.13.36.jpg,dataset\generated\train\overexposure\WhatsApp Image 2023-07-23 at 20.13.36_overexposure.jpg,overexposure
train,WhatsApp Image 2023-07-23 at 20.13.36.jpg,dataset\generated\train\noise\WhatsApp Image 2023-07-23 at 20.13.36_noise.jpg,noise
train,WhatsApp Image 2023-07-23 at 20.13.36.jpg,dataset\generated\train\severe_degradation\WhatsApp Image 2023-07-23 at 20.13.36_severe_degradation.jpg,severe_degradation
train,IMG20240807161856.jpg,dataset\generated\train\clean\IMG20240807161856_clean.jpg,clean
train,IMG20240807161856.jpg,dataset\generated\train\blur\IMG20240807161856_blur.jpg,blur
train,IMG20240807161856.jpg,dataset\generated\train\underexposure\IMG20240807161856_underexposure.jpg,underexposure
train,IMG20240807161856.jpg,dataset\generated\train\overexposure\IMG20240807161856_overexposure.jpg,overexposure
train,IMG20240807161856.jpg,dataset\generated\train\noise\IMG20240807161856_noise.jpg,noise
train,IMG20240807161856.jpg,dataset\generated\train\severe_degradation\IMG20240807161856_severe_degradation.jpg,severe_degradation
train,IMG_20240716_023503.jpg,dataset\generated\train\clean\IMG_20240716_023503_clean.jpg,clean
train,IMG_20240716_023503.jpg,dataset\generated\train\blur\IMG_20240716_023503_blur.jpg,blur
train,IMG_20240716_023503.jpg,dataset\generated\train\underexposure\IMG_20240716_023503_underexposure.jpg,underexposure
train,IMG_20240716_023503.jpg,dataset\generated\train\overexposure\IMG_20240716_023503_overexposure.jpg,overexposure
train,IMG_20240716_023503.jpg,dataset\generated\train\noise\IMG_20240716_023503_noise.jpg,noise
train,IMG_20240716_023503.jpg,dataset\generated\train\severe_degradation\IMG_20240716_023503_severe_degradation.jpg,severe_degradation
train,IMG20240722164538.jpg,dataset\generated\train\clean\IMG20240722164538_clean.jpg,clean
train,IMG20240722164538.jpg,dataset\generated\train\blur\IMG20240722164538_blur.jpg,blur
train,IMG20240722164538.jpg,dataset\generated\train\underexposure\IMG20240722164538_underexposure.jpg,underexposure
train,IMG20240722164538.jpg,dataset\generated\train\overexposure\IMG20240722164538_overexposure.jpg,overexposure
train,IMG20240722164538.jpg,dataset\generated\train\noise\IMG20240722164538_noise.jpg,noise
train,IMG20240722164538.jpg,dataset\generated\train\severe_degradation\IMG20240722164538_severe_degradation.jpg,severe_degradation
train,WhatsApp Image 2023-07-23 at 10.57.01.jpg,dataset\generated\train\clean\WhatsApp Image 2023-07-23 at 10.57.01_clean.jpg,clean
train,WhatsApp Image 2023-07-23 at 10.57.01.jpg,dataset\generated\train\blur\WhatsApp Image 2023-07-23 at 10.57.01_blur.jpg,blur
train,WhatsApp Image 2023-07-23 at 10.57.01.jpg,dataset\generated\train\underexposure\WhatsApp Image 2023-07-23 at 10.57.01_underexposure.jpg,underexposure
train,WhatsApp Image 2023-07-23 at 10.57.01.jpg,dataset\generated\train\overexposure\WhatsApp Image 2023-07-23 at 10.57.01_overexposure.jpg,overexposure
train,WhatsApp Image 2023-07-23 at 10.57.01.jpg,dataset\generated\train\noise\WhatsApp Image 2023-07-23 at 10.57.01_noise.jpg,noise
train,WhatsApp Image 2023-07-23 at 10.57.01.jpg,dataset\generated\train\severe_degradation\WhatsApp Image 2023-07-23 at 10.57.01_severe_degradation.jpg,severe_degradation
train,IMG20240817100342.jpg,dataset\generated\train\clean\IMG20240817100342_clean.jpg,clean
train,IMG20240817100342.jpg,dataset\generated\train\blur\IMG20240817100342_blur.jpg,blur
train,IMG20240817100342.jpg,dataset\generated\train\underexposure\IMG20240817100342_underexposure.jpg,underexposure
train,IMG20240817100342.jpg,dataset\generated\train\overexposure\IMG20240817100342_overexposure.jpg,overexposure
train,IMG20240817100342.jpg,dataset\generated\train\noise\IMG20240817100342_noise.jpg,noise
train,IMG20240817100342.jpg,dataset\generated\train\severe_degradation\IMG20240817100342_severe_degradation.jpg,severe_degradation
train,IMG_20240714_161410.jpg,dataset\generated\train\clean\IMG_20240714_161410_clean.jpg,clean
train,IMG_20240714_161410.jpg,dataset\generated\train\blur\IMG_20240714_161410_blur.jpg,blur
train,IMG_20240714_161410.jpg,dataset\generated\train\underexposure\IMG_20240714_161410_underexposure.jpg,underexposure
train,IMG_20240714_161410.jpg,dataset\generated\train\overexposure\IMG_20240714_161410_overexposure.jpg,overexposure
train,IMG_20240714_161410.jpg,dataset\generated\train\noise\IMG_20240714_161410_noise.jpg,noise
train,IMG_20240714_161410.jpg,dataset\generated\train\severe_degradation\IMG_20240714_161410_severe_degradation.jpg,severe_degradation
train,IMG20240801122708.jpg,dataset\generated\train\clean\IMG20240801122708_clean.jpg,clean
train,IMG20240801122708.jpg,dataset\generated\train\blur\IMG20240801122708_blur.jpg,blur
train,IMG20240801122708.jpg,dataset\generated\train\underexposure\IMG20240801122708_underexposure.jpg,underexposure
train,IMG20240801122708.jpg,dataset\generated\train\overexposure\IMG20240801122708_overexposure.jpg,overexposure
train,IMG20240801122708.jpg,dataset\generated\train\noise\IMG20240801122708_noise.jpg,noise
train,IMG20240801122708.jpg,dataset\generated\train\severe_degradation\IMG20240801122708_severe_degradation.jpg,severe_degradation
train,Snapchat-511022675.jpg,dataset\generated\train\clean\Snapchat-511022675_clean.jpg,clean
train,Snapchat-511022675.jpg,dataset\generated\train\blur\Snapchat-511022675_blur.jpg,blur
train,Snapchat-511022675.jpg,dataset\generated\train\underexposure\Snapchat-511022675_underexposure.jpg,underexposure
train,Snapchat-511022675.jpg,dataset\generated\train\overexposure\Snapchat-511022675_overexposure.jpg,overexposure
train,Snapchat-511022675.jpg,dataset\generated\train\noise\Snapchat-511022675_noise.jpg,noise
train,Snapchat-511022675.jpg,dataset\generated\train\severe_degradation\Snapchat-511022675_severe_degradation.jpg,severe_degradation
train,IMG_20240716_115131.jpg,dataset\generated\train\clean\IMG_20240716_115131_clean.jpg,clean
train,IMG_20240716_115131.jpg,dataset\generated\train\blur\IMG_20240716_115131_blur.jpg,blur
train,IMG_20240716_115131.jpg,dataset\generated\train\underexposure\IMG_20240716_115131_underexposure.jpg,underexposure
train,IMG_20240716_115131.jpg,dataset\generated\train\overexposure\IMG_20240716_115131_overexposure.jpg,overexposure
train,IMG_20240716_115131.jpg,dataset\generated\train\noise\IMG_20240716_115131_noise.jpg,noise
train,IMG_20240716_115131.jpg,dataset\generated\train\severe_degradation\IMG_20240716_115131_severe_degradation.jpg,severe_degradation
train,IMG_20240714_163556.jpg,dataset\generated\train\clean\IMG_20240714_163556_clean.jpg,clean
train,IMG_20240714_163556.jpg,dataset\generated\train\blur\IMG_20240714_163556_blur.jpg,blur
train,IMG_20240714_163556.jpg,dataset\generated\train\underexposure\IMG_20240714_163556_underexposure.jpg,underexposure
train,IMG_20240714_163556.jpg,dataset\generated\train\overexposure\IMG_20240714_163556_overexposure.jpg,overexposure
train,IMG_20240714_163556.jpg,dataset\generated\train\noise\IMG_20240714_163556_noise.jpg,noise
train,IMG_20240714_163556.jpg,dataset\generated\train\severe_degradation\IMG_20240714_163556_severe_degradation.jpg,severe_degradation
test,IMG20240802185308.jpg,dataset\generated\test\clean\IMG20240802185308_clean.jpg,clean
test,IMG20240802185308.jpg,dataset\generated\test\blur\IMG20240802185308_blur.jpg,blur
test,IMG20240802185308.jpg,dataset\generated\test\underexposure\IMG20240802185308_underexposure.jpg,underexposure
test,IMG20240802185308.jpg,dataset\generated\test\overexposure\IMG20240802185308_overexposure.jpg,overexposure
test,IMG20240802185308.jpg,dataset\generated\test\noise\IMG20240802185308_noise.jpg,noise
test,IMG20240802185308.jpg,dataset\generated\test\severe_degradation\IMG20240802185308_severe_degradation.jpg,severe_degradation
test,IMG_20240714_171501.jpg,dataset\generated\test\clean\IMG_20240714_171501_clean.jpg,clean
test,IMG_20240714_171501.jpg,dataset\generated\test\blur\IMG_20240714_171501_blur.jpg,blur
test,IMG_20240714_171501.jpg,dataset\generated\test\underexposure\IMG_20240714_171501_underexposure.jpg,underexposure
test,IMG_20240714_171501.jpg,dataset\generated\test\overexposure\IMG_20240714_171501_overexposure.jpg,overexposure
test,IMG_20240714_171501.jpg,dataset\generated\test\noise\IMG_20240714_171501_noise.jpg,noise
test,IMG_20240714_171501.jpg,dataset\generated\test\severe_degradation\IMG_20240714_171501_severe_degradation.jpg,severe_degradation
test,IMG20240802185549.jpg,dataset\generated\test\clean\IMG20240802185549_clean.jpg,clean
test,IMG20240802185549.jpg,dataset\generated\test\blur\IMG20240802185549_blur.jpg,blur
test,IMG20240802185549.jpg,dataset\generated\test\underexposure\IMG20240802185549_underexposure.jpg,underexposure
test,IMG20240802185549.jpg,dataset\generated\test\overexposure\IMG20240802185549_overexposure.jpg,overexposure
test,IMG20240802185549.jpg,dataset\generated\test\noise\IMG20240802185549_noise.jpg,noise
test,IMG20240802185549.jpg,dataset\generated\test\severe_degradation\IMG20240802185549_severe_degradation.jpg,severe_degradation
test,IMG20240817100603.jpg,dataset\generated\test\clean\IMG20240817100603_clean.jpg,clean
test,IMG20240817100603.jpg,dataset\generated\test\blur\IMG20240817100603_blur.jpg,blur
test,IMG20240817100603.jpg,dataset\generated\test\underexposure\IMG20240817100603_underexposure.jpg,underexposure
test,IMG20240817100603.jpg,dataset\generated\test\overexposure\IMG20240817100603_overexposure.jpg,overexposure
test,IMG20240817100603.jpg,dataset\generated\test\noise\IMG20240817100603_noise.jpg,noise
test,IMG20240817100603.jpg,dataset\generated\test\severe_degradation\IMG20240817100603_severe_degradation.jpg,severe_degradation
test,IMG20240826181402.jpg,dataset\generated\test\clean\IMG20240826181402_clean.jpg,clean
test,IMG20240826181402.jpg,dataset\generated\test\blur\IMG20240826181402_blur.jpg,blur
test,IMG20240826181402.jpg,dataset\generated\test\underexposure\IMG20240826181402_underexposure.jpg,underexposure
test,IMG20240826181402.jpg,dataset\generated\test\overexposure\IMG20240826181402_overexposure.jpg,overexposure
test,IMG20240826181402.jpg,dataset\generated\test\noise\IMG20240826181402_noise.jpg,noise
test,IMG20240826181402.jpg,dataset\generated\test\severe_degradation\IMG20240826181402_severe_degradation.jpg,severe_degradation
test,IMG20240910145401.jpg,dataset\generated\test\clean\IMG20240910145401_clean.jpg,clean
test,IMG20240910145401.jpg,dataset\generated\test\blur\IMG20240910145401_blur.jpg,blur
test,IMG20240910145401.jpg,dataset\generated\test\underexposure\IMG20240910145401_underexposure.jpg,underexposure
test,IMG20240910145401.jpg,dataset\generated\test\overexposure\IMG20240910145401_overexposure.jpg,overexposure
test,IMG20240910145401.jpg,dataset\generated\test\noise\IMG20240910145401_noise.jpg,noise
test,IMG20240910145401.jpg,dataset\generated\test\severe_degradation\IMG20240910145401_severe_degradation.jpg,severe_degradation
test,IMG20240801122648.jpg,dataset\generated\test\clean\IMG20240801122648_clean.jpg,clean
test,IMG20240801122648.jpg,dataset\generated\test\blur\IMG20240801122648_blur.jpg,blur
test,IMG20240801122648.jpg,dataset\generated\test\underexposure\IMG20240801122648_underexposure.jpg,underexposure
test,IMG20240801122648.jpg,dataset\generated\test\overexposure\IMG20240801122648_overexposure.jpg,overexposure
test,IMG20240801122648.jpg,dataset\generated\test\noise\IMG20240801122648_noise.jpg,noise
test,IMG20240801122648.jpg,dataset\generated\test\severe_degradation\IMG20240801122648_severe_degradation.jpg,severe_degradation
test,IMG20240811134913.jpg,dataset\generated\test\clean\IMG20240811134913_clean.jpg,clean
test,IMG20240811134913.jpg,dataset\generated\test\blur\IMG20240811134913_blur.jpg,blur
test,IMG20240811134913.jpg,dataset\generated\test\underexposure\IMG20240811134913_underexposure.jpg,underexposure
test,IMG20240811134913.jpg,dataset\generated\test\overexposure\IMG20240811134913_overexposure.jpg,overexposure
test,IMG20240811134913.jpg,dataset\generated\test\noise\IMG20240811134913_noise.jpg,noise
test,IMG20240811134913.jpg,dataset\generated\test\severe_degradation\IMG20240811134913_severe_degradation.jpg,severe_degradation
